Project,PLC,Folder,Name,Type,Number,InstanceOfName,InstanceOfNumber,IsConsistent,ModifiedDate,ConnectedToLibrary,NameInLibrary,VersionInLibrary,ModifiedDateInLibrary,LibraryState,LibraryConformanceStatus,warning
P712713A01,P209000AE01-JC5,Program blocks,Changes,FC,1.0,NaN,NaN,True,04-08-2023 14:30:25,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,PLC OB:s,CYC_Proc,OB,34.0,NaN,NaN,True,16-11-2021 16:38:56,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,PLC OB:s,COMPLETE RESTART,OB,100.0,NaN,NaN,True,02-04-2021 14:10:22,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,PLC OB:s,CYCL_FLT,OB,80.0,NaN,NaN,True,02-04-2021 14:10:22,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,PLC OB:s,HW_INT0,OB,40.0,NaN,NaN,True,02-04-2021 14:10:22,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,PLC OB:s,I/O_FLT1,OB,82.0,NaN,NaN,True,02-04-2021 14:10:22,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,PLC OB:s,I/O_FLT2,OB,83.0,NaN,NaN,True,02-04-2021 14:10:22,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,PLC OB:s,MOD_ERR,OB,122.0,NaN,NaN,True,02-04-2021 14:10:22,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,PLC OB:s,PROG_ERR,OB,121.0,NaN,NaN,True,02-04-2021 14:10:22,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,PLC OB:s,RACK_FLT,OB,86.0,NaN,NaN,True,02-04-2021 14:10:22,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,PLC OB:s,CYC_INT2,OB,32.0,NaN,NaN,True,02-04-2021 14:10:22,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,PLC OB:s,FOB_RTG,OB,123.0,NaN,NaN,True,01-08-2023 15:13:31,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,PLC OB:s,CYC_INT5,OB,35.0,NaN,NaN,True,02-04-2021 14:10:22,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,PLC OB:s,209000NCP01,OB,1.0,NaN,NaN,True,05-08-2023 11:09:51,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,PLC OB:s,Cyclic interrupt,OB,30.0,NaN,NaN,True,24-11-2022 14:58:30,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,ComVD,_209000NCP01ComVD,GlobalDB,256.0,NaN,NaN,True,23-03-2023 12:55:56,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Alarm Communication,_209000NCP01VDComMasterAlarmReportSnd,GlobalDB,201.0,NaN,NaN,True,22-03-2023 09:42:09,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Alarm Communication,_209000NCP01VDComMasterAlarmReportRcv,GlobalDB,200.0,NaN,NaN,True,22-03-2023 09:42:05,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Alarm Communication,_209000NCP01VDComLocalAlarmReportRcv,GlobalDB,206.0,NaN,NaN,True,22-03-2023 09:41:59,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Alarm Communication,_209000NCP01VDComLocalAlarmReportSnd,GlobalDB,207.0,NaN,NaN,True,22-03-2023 09:42:02,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Alarm Communication,_209000NCP01Alarm,GlobalDB,258.0,NaN,NaN,True,22-03-2023 09:41:56,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Instance,_209000NCP01VDMasterAlarmReport,InstanceDB,1021.0,LVDComMasterS7-1500,2210,True,22-03-2023 09:42:19,True,LVDComMasterS7-1500,15.504.1,05-08-2023 11:55:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000NCP01AlarmHandler,InstanceDB,1020.0,LComAlarm,2105,True,22-03-2023 09:42:14,True,LComAlarm,15.504.0,02-03-2023 14:12:14,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,VIDS Communication,_209000NCP01VDComMasterVIDSRcv,GlobalDB,208.0,NaN,NaN,True,22-03-2023 09:49:15,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,VIDS Communication,_209000NCP01VDComMasterVIDSSnd,GlobalDB,209.0,NaN,NaN,True,22-03-2023 09:49:20,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,VIDS Communication,_209210NCB01VDComLocalVIDSRcv,GlobalDB,214.0,NaN,NaN,True,22-03-2023 09:49:05,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,VIDS Communication,_209210NCB01VDComLocalVIDSSnd,GlobalDB,215.0,NaN,NaN,True,22-03-2023 09:49:11,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,VIDS Communication,_209210NCB02VDComLocalVIDSRcv,GlobalDB,216.0,NaN,NaN,True,22-03-2023 09:49:27,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,VIDS Communication,_209220NCB02VDComLocalVIDSSnd,GlobalDB,221.0,NaN,NaN,True,22-03-2023 09:49:57,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,VIDS Communication,_209220NCB01VDComLocalVIDSRcv,GlobalDB,218.0,NaN,NaN,True,22-03-2023 09:49:41,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,VIDS Communication,_209210NCB02VDComLocalVIDSSnd,GlobalDB,217.0,NaN,NaN,True,22-03-2023 09:49:32,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,VIDS Communication,_209220NCB02VDComLocalVIDSRcv,GlobalDB,220.0,NaN,NaN,True,22-03-2023 09:49:52,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,VIDS Communication,_209220NCB01VDComLocalVIDSSnd,GlobalDB,219.0,NaN,NaN,True,22-03-2023 09:49:45,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,VIDS Communication,_209230NCB01VDComLocalVIDSRcv,GlobalDB,222.0,NaN,NaN,True,22-03-2023 09:55:10,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,VIDS Communication,_209230NCB01VDComLocalVIDSSnd,GlobalDB,223.0,NaN,NaN,True,22-03-2023 09:55:10,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Instance,_209000NCP01VDMasterVIDS,InstanceDB,1028.0,LVDComMasterS7-1500,2210,True,22-03-2023 09:50:32,True,LVDComMasterS7-1500,15.504.1,05-08-2023 11:55:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Andon Communication,_209000NCP01VDComMasterAndonSnd,GlobalDB,203.0,NaN,NaN,True,22-03-2023 09:43:32,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Andon Communication,_209000NCP01VDComMasterAndonRcv,GlobalDB,202.0,NaN,NaN,True,22-03-2023 09:43:28,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Andon Communication,_209230ZM01VDComLocalAndonSnd,GlobalDB,105.0,NaN,NaN,True,22-03-2023 09:55:10,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Andon Communication,_209220ZM01VDComLocalAndonRcv,GlobalDB,102.0,NaN,NaN,True,22-03-2023 09:55:10,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Andon Communication,_209230ZM01VDComLocalAndonRcv,GlobalDB,104.0,NaN,NaN,True,22-03-2023 09:55:10,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Andon Communication,_209210ZM01VDComLocalAndonRcv,GlobalDB,100.0,NaN,NaN,True,22-03-2023 09:55:11,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Andon Communication,_209220ZM01VDComLocalAndonSnd,GlobalDB,103.0,NaN,NaN,True,22-03-2023 09:55:10,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Andon Communication,_209210ZM01VDComLocalAndonSnd,GlobalDB,101.0,NaN,NaN,True,22-03-2023 09:55:11,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Instance,_209000NCP01VDMasterAndonVCG,InstanceDB,1022.0,LVDComMasterS7-1500,2210,True,22-03-2023 09:44:33,True,LVDComMasterS7-1500,15.504.1,05-08-2023 11:55:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Cycle Monitor Communication,_209000NCP01VDComMasterCycletimeSnd,GlobalDB,205.0,NaN,NaN,True,22-03-2023 09:44:49,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Cycle Monitor Communication,_209000NCP01VDComMasterCycleTimeRcv,GlobalDB,204.0,NaN,NaN,True,22-03-2023 09:44:46,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Instance,_209000NCP01MasterCycleMonitor,InstanceDB,1024.0,LVDComMasterS7-1500,2210,True,22-03-2023 09:44:57,True,LVDComMasterS7-1500,15.504.1,05-08-2023 11:55:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000NCP01VDMasterAtacq,InstanceDB,1023.0,LVDComMasterS7-1500,2210,True,22-03-2023 09:44:40,True,LVDComMasterS7-1500,15.504.1,05-08-2023 11:55:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000NCP01VDMasterLogistics,InstanceDB,1025.0,LVDComMasterS7-1500,2210,True,22-03-2023 09:45:12,True,LVDComMasterS7-1500,15.504.1,05-08-2023 11:55:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Phone Alarm Communication,_209000NCP01VDComMasterPhoneAlarmSnd,GlobalDB,211.0,NaN,NaN,True,22-03-2023 09:45:23,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Phone Alarm Communication,_209000NCP01VDComMasterPhoneAlarmRcv,GlobalDB,210.0,NaN,NaN,True,22-03-2023 09:45:19,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Phone Alarm Communication,_209000NCP01VDComPhoneAlarmReqStringSnd,GlobalDB,213.0,NaN,NaN,True,22-03-2023 09:45:29,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Phone Alarm Communication,_209000NCP01VDComPhoneAlarmReqStringRcv,GlobalDB,212.0,NaN,NaN,True,22-03-2023 09:45:26,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Instance,_209000NCP01PhoneAlarmReqString,InstanceDB,1026.0,LPhoneAlarmReqString,2255,True,22-03-2023 09:45:35,True,LPhoneAlarmReqString,15.504.0,02-03-2023 14:12:14,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000NCP01VDMasterPhoneAlarm,InstanceDB,1027.0,LVDComMasterS7-1500,2210,True,22-03-2023 09:45:38,True,LVDComMasterS7-1500,15.504.1,05-08-2023 11:55:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Supervision Communication,_209210ZM01StnToSv,GlobalDB,29000.0,NaN,NaN,True,22-03-2023 09:55:11,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Supervision Communication,_209220ZM01StnToSv,GlobalDB,29001.0,NaN,NaN,True,22-03-2023 09:55:10,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Supervision Communication,_209210ZM01SvToStn,GlobalDB,29020.0,NaN,NaN,True,22-03-2023 09:55:11,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Supervision Communication,_209220ZM01SvToStn,GlobalDB,29021.0,NaN,NaN,True,22-03-2023 09:55:11,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Supervision Communication,_209230ZM01StnToSv,GlobalDB,29002.0,NaN,NaN,True,22-03-2023 09:55:11,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Supervision Communication,_209230ZM01SvToStn,GlobalDB,29022.0,NaN,NaN,True,22-03-2023 09:55:11,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,AE,_209000NCP01AE,GlobalDB,253.0,NaN,NaN,True,07-06-2023 13:36:53,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01E1QM1,InstanceDB,1100.0,L1Alarm,1401,True,24-03-2023 09:28:04,True,L1Alarm,15.504.0,02-03-2023 14:12:13,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01E2SG1,InstanceDB,1101.0,L1Alarm,1401,True,17-04-2023 09:45:09,True,L1Alarm,15.504.0,02-03-2023 14:12:13,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01E3CE1,InstanceDB,1102.0,LUps-Puls,1314,True,24-03-2023 09:27:53,True,LUps-Puls,15.504.0,02-03-2023 14:12:15,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01E3EG1,InstanceDB,1103.0,L1Alarm,1401,True,24-03-2023 09:27:53,True,L1Alarm,15.504.0,02-03-2023 14:12:13,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01E3FS31,InstanceDB,1114.0,L1Alarm,1401,True,24-03-2023 09:27:53,True,L1Alarm,15.504.0,02-03-2023 14:12:13,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01E3FS01_CH1,InstanceDB,1104.0,LETAFuseAlarm,1413,True,24-03-2023 09:27:53,True,LETAFuseAlarm,15.504.1,20-06-2023 06:21:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01E3FS01_CH2,InstanceDB,1105.0,LETAFuseAlarm,1413,True,24-03-2023 09:27:53,True,LETAFuseAlarm,15.504.1,20-06-2023 06:21:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01E3FS02_CH1,InstanceDB,1106.0,LETAFuseAlarm,1413,True,24-03-2023 09:27:53,True,LETAFuseAlarm,15.504.1,20-06-2023 06:21:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01E3FS02_CH2,InstanceDB,1107.0,LETAFuseAlarm,1413,True,24-03-2023 09:27:53,True,LETAFuseAlarm,15.504.1,20-06-2023 06:21:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01E3FS03_CH1,InstanceDB,1108.0,LETAFuseAlarm,1413,True,24-03-2023 09:27:53,True,LETAFuseAlarm,15.504.1,20-06-2023 06:21:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01E3FS03_CH2,InstanceDB,1109.0,LETAFuseAlarm,1413,True,24-03-2023 09:27:53,True,LETAFuseAlarm,15.504.1,20-06-2023 06:21:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01E3FS04_CH1,InstanceDB,1110.0,LETAFuseAlarm,1413,True,24-03-2023 09:27:53,True,LETAFuseAlarm,15.504.1,20-06-2023 06:21:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01E3FS04_CH2,InstanceDB,1111.0,LETAFuseAlarm,1413,True,24-03-2023 09:27:53,True,LETAFuseAlarm,15.504.1,20-06-2023 06:21:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01E3FV1,InstanceDB,1115.0,L1Alarm,1401,True,24-03-2023 09:27:53,True,L1Alarm,15.504.0,02-03-2023 14:12:13,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01EL1,InstanceDB,1116.0,L1Alarm,1401,True,24-03-2023 09:27:53,True,L1Alarm,15.504.0,02-03-2023 14:12:13,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01JC31,InstanceDB,1117.0,LETAFuseCPC20PN,1406,True,20-06-2023 06:24:01,Outdated,LETAFuseCPC20PN,15.504.1,01-01-0001 00:00:00,InWork,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
","Block '_209000AE01JC31' outdated '20-06-2023 06:24:11': library block 'LETAFuseCPC20PN', version '15.504.1', updated on '01-01-0001 00:00:00'"
P712713A01,P209000AE01-JC5,Instance,_209000AE02E2SG1,InstanceDB,1118.0,L1Alarm,1401,True,17-04-2023 09:45:18,True,L1Alarm,15.504.0,02-03-2023 14:12:13,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01E3FS05_CH1,InstanceDB,1112.0,LETAFuseAlarm,1413,True,24-03-2023 09:27:53,True,LETAFuseAlarm,15.504.1,20-06-2023 06:21:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01E3FS05_CH2,InstanceDB,1113.0,LETAFuseAlarm,1413,True,24-03-2023 09:27:53,True,LETAFuseAlarm,15.504.1,20-06-2023 06:21:09,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AE01QC1,InstanceDB,1119.0,L1Alarm,1401,True,20-04-2023 09:01:13,True,L1Alarm,15.504.0,02-03-2023 14:12:13,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,OB,_209000NCP01,GlobalDB,1.0,NaN,NaN,True,28-04-2023 07:38:06,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,OB,_209000NCP01Dummy,GlobalDB,2.0,NaN,NaN,True,22-03-2023 09:09:00,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Instance,_ProductionMode,InstanceDB,1001.0,LProcProdMode,1716,True,02-03-2023 10:20:23,True,LProcProdMode,15.504.0,02-03-2023 14:12:17,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_SystemVarS7-1500,InstanceDB,1000.0,LSystemVarS7-1500,2204,True,09-03-2023 14:38:25,True,LSystemVarS7-1500,15.504.1,05-08-2023 11:55:17,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_HMIResetStart,InstanceDB,1002.0,LGBHMIResetStartNoSafety,6684,True,02-03-2023 10:20:23,True,LGBHMIResetStartNoSafety,15.504.0,02-03-2023 14:12:26,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_FromBridge,GlobalDB,12.0,NaN,NaN,True,16-08-2021 04:37:08,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Instance,_ActiveShift,InstanceDB,1003.0,LActiveShift,1800,True,02-03-2023 10:20:23,True,LActiveShift,15.504.0,02-03-2023 14:12:15,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AK01Led,InstanceDB,1004.0,LGBHMILed,6683,True,22-03-2023 09:52:00,True,LGBHMILed,15.504.0,02-03-2023 14:12:26,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Diag,_DiagPLCOverview,GlobalDB,251.0,NaN,NaN,True,02-08-2023 16:30:17,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Instance,_PNDiagS7-1500,InstanceDB,1010.0,LPNIODiagS7-1500,2205,True,09-03-2023 14:38:50,Outdated,LPNIODiagS7-1500,15.504.0,02-03-2023 14:12:14,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
","Block '_PNDiagS7-1500' outdated '04-08-2023 14:29:45': library block 'LPNIODiagS7-1500', version '15.504.0', updated on '02-03-2023 14:12:14'"
P712713A01,P209000AE01-JC5,Instance,_PNDiagS7-1500_IP,InstanceDB,1011.0,LPNIODiagIPS7-1500,2211,True,09-03-2023 14:38:57,Outdated,LPNIODiagIPS7-1500,15.504.0,02-03-2023 14:12:14,Committed,The object is library-conformant.,"Block '_PNDiagS7-1500_IP' outdated '04-08-2023 14:29:15': library block 'LPNIODiagIPS7-1500', version '15.504.0', updated on '02-03-2023 14:12:14'"
P712713A01,P209000AE01-JC5,Instance,_PNDiagS7-1500_MAC,InstanceDB,1012.0,LPNIODiagMACS7-1500,2212,True,09-03-2023 14:39:01,Outdated,LPNIODiagMACS7-1500,15.504.0,02-03-2023 14:12:14,Committed,The object is library-conformant.,"Block '_PNDiagS7-1500_MAC' outdated '04-08-2023 14:29:15': library block 'LPNIODiagMACS7-1500', version '15.504.0', updated on '02-03-2023 14:12:14'"
P712713A01,P209000AE01-JC5,Instance,_PNDiagS7-1500_Name,InstanceDB,1013.0,LPNIODiagNameS7-1500,2213,True,09-03-2023 14:39:05,Outdated,LPNIODiagNameS7-1500,15.504.0,02-03-2023 14:12:14,Committed,The object is library-conformant.,"Block '_PNDiagS7-1500_Name' outdated '04-08-2023 14:29:10': library block 'LPNIODiagNameS7-1500', version '15.504.0', updated on '02-03-2023 14:12:14'"
P712713A01,P209000AE01-JC5,PN/PN,_PNComPLC308,GlobalDB,260.0,NaN,NaN,True,15-06-2023 09:23:41,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Instance,_PNComPLC308LPNDiag,InstanceDB,1031.0,LDP/PNCouplerDiag,1901,True,22-03-2023 09:53:28,True,LDP/PNCouplerDiag,15.504.0,02-03-2023 14:12:13,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_PNComPLC308LPNCheck,InstanceDB,1030.0,LDP/PNCouplerCheck,1900,True,21-04-2023 13:12:11,Outdated,LDP/PNCouplerCheck,15.504.1,21-04-2023 12:28:59,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
","Block '_PNComPLC308LPNCheck' outdated '21-04-2023 12:35:03': library block 'LDP/PNCouplerCheck', version '15.504.1', updated on '21-04-2023 12:28:59'"
P712713A01,P209000AE01-JC5,Passivation,_209000NCP01Passiv,GlobalDB,252.0,NaN,NaN,True,19-04-2023 07:04:19,False,NaN,NaN,NaN,NaN,NaN,NaN
P712713A01,P209000AE01-JC5,Instance,_HMIResetPassivation,InstanceDB,1250.0,LHMIResetStart,1006,True,11-01-2023 14:16:38,True,LHMIResetStart,15.504.0,02-03-2023 14:12:15,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_209000AK01JX35IF5010,InstanceDB,1251.0,LPassivate,1420,True,22-03-2023 14:40:35,True,LPassivate,15.504.0,02-03-2023 14:12:14,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
P712713A01,P209000AE01-JC5,Instance,_211212AE1JX200QF29018,InstanceDB,1257.0,LPassivate,1420,True,18-04-2023 15:22:03,True,LPassivate,15.504.0,02-03-2023 14:12:14,Committed,"Warning: The block contains direct access to inputs, outputs, bit memories, indirect access to the registry or indirect access to external memory areas that are unknown at the time of compilation.
",NaN
